,Feature1,Feature2,Correlation
1564,X13,X54,0.00016859289570952496
1565,X44,X11,0.00016834966406457024
1566,X46,X47,0.00016814238895449286
1567,X24,X56,0.00016789713169250805
1568,X49,X54,0.00016753833310203682
1569,X58,X12,0.00016704174787922368
1570,X56,X10,0.00016700789776901567
1571,X20,X61,0.00016699781944377624
1572,X49,X53,0.00016688264374515547
1573,X7,X4,0.0001665530275191591
1574,X14,X4,0.00016650545015287183
1575,X26,X58,0.0001658669295586251
1576,X22,X44,0.00016584964166832693
1577,X42,X54,0.00016461043105736608
1578,X30,X54,0.00016405135683432925
1579,X44,X16,0.00016401391651114905
1580,X41,X64,0.00016330433362099015
1581,X26,X44,0.00016311334086193064
1582,X19,X63,0.00016261508783086843
1583,X63,X23,0.0001625437698146414
1584,X43,X35,0.000162403881067666
1585,X56,X26,0.00016220883757541967
1586,X34,X30,0.00016150068344175642
1587,X38,X41,0.0001613358193326092
1588,X50,X47,0.0001602415255503857
1589,X48,X59,0.00015914185449355478
1590,X28,X45,0.00015868360387831176
1591,X45,X39,0.00015729597775540627
1592,X43,X11,0.00015714774661597077
1593,X56,X25,0.00015675831491874072
1594,X17,X22,0.00015651522474206787
1595,X56,X16,0.00015639236664986045
1596,X64,X58,0.00015586956219586372
1597,X34,X41,0.00015476452230406634
1598,X8,X57,0.00015389644783253906
1599,X21,X4,0.00015343993449665454
1600,X56,X64,0.00015326892406761244
1601,X56,X61,0.00015322318125515026
1602,X30,X21,0.0001531931736480295
1603,X43,X22,0.00015243093819806178
1604,X44,X17,0.00015185700317720208
1605,X47,X64,0.00015130872886113457
1606,X32,X43,0.0001505507865289751
1607,X47,X60,0.00015034857046769721
1608,X13,X45,0.0001500997339492762
1609,X17,X43,0.0001500190831888889
1610,X44,X8,0.00014950170558479926
1611,X53,X21,0.0001492976448523042
1612,X54,X21,0.00014826032616048268
1613,X8,X43,0.00014774107876010841
1614,X53,X30,0.00014770959573570078
1615,X27,X13,0.0001454519006640389
1616,X54,X39,0.0001449949104017169
1617,X52,X42,0.00014481785138145028
1618,X20,X17,0.00014419150653136758
1619,X4,X18,0.00014311886703223867
1620,X20,X8,0.0001421454351305842
1621,X20,X64,0.00014163044559005523
1622,X53,X39,0.00014148112052732323
1623,X21,X16,0.0001414497757768329
1624,X37,X24,0.00013903661931020546
1625,X61,X3,0.00013885144864373593
1626,X15,X9,0.00013870328933830722
1627,X4,X48,0.000138263432563862
1628,X30,X48,0.00013823518776262685
1629,X5,X48,0.00013799523449380978
1630,X12,X56,0.00013755376172224726
1631,X28,X20,0.00013750147412108546
1632,X21,X26,0.00013711949656226128
1633,X32,X21,0.00013467479603438982
1634,X18,X44,0.0001342782652275785
1635,X52,X21,0.00013413715491370555
1636,X44,X46,0.00013311853967622005
1637,X19,X33,0.00013296337788927594
1638,X17,X58,0.0001325071227737094
1639,X23,X33,0.00013220923915319125
1640,X22,X50,0.00013208468760813046
1641,X17,X41,0.0001319764932751842
1642,X50,X64,0.00013160562359167317
1643,X8,X41,0.00013055301873513993
1644,X8,X58,0.00013045845261052324
1645,X43,X18,0.00013019004578970446
1646,X17,X56,0.0001300655246067267
1647,X43,X38,0.00012988447441417996
1648,X41,X36,0.00012957138428625894
1649,X20,X25,0.00012875624587194273
1650,X8,X56,0.00012833353473704922
1651,X14,X44,0.00012813653853380573
1652,X7,X44,0.00012812214604926138
1653,X24,X50,0.0001272188126669461
1654,X47,X21,0.00012643698210116524
1655,X47,X5,0.00012587325842522212
1656,X60,X21,0.00012585893650830554
1657,X4,X57,0.00012545725022404107
1658,X20,X10,0.0001244433986277523
1659,X33,Year,0.00012435670933717065
1660,X43,X14,0.00012425355145580992
1661,X7,X43,0.00012423963659188874
1662,X10,X16,0.00012405792039445613
1663,X30,X11,0.00012398463969129638
1664,X45,X61,0.0001237990089938436
1665,X20,X11,0.00012273634937621722
1666,X4,X64,0.00012194458458543981
1667,X13,X22,0.00012161084687648965
1668,X35,X20,0.00012138110784094223
1669,X12,X43,0.00012057282494233318
1670,X41,X22,0.00012047035531542764
1671,X20,X51,0.00011964560775213193
1672,X51,X60,0.00011891933442350602
1673,X25,X60,0.00011884637226182128
1674,X57,X54,0.00011768283708100074
1675,X54,X5,0.00011715276006668077
1676,X44,X53,0.00011689819320129072
1677,X18,X20,0.00011688638130868835
1678,X9,X32,0.00011664572112146502
1679,X45,X62,0.0001166302022924039
1680,X32,X60,0.00011644688900164277
1681,X56,X15,0.00011629024309234936
1682,X10,X21,0.00011542545878259326
1683,X44,X54,0.00011452830893855363
1684,X5,X53,0.0001140287441944153
1685,X56,X11,0.00011373705422185166
1686,X8,X60,0.00011373000299904372
1687,Class,X62,0.00011323877237374259
1688,X35,X56,0.00011297882438753834
1689,X32,X45,0.00011215424140832567
1690,X17,X60,0.00011183814296468674
1691,X20,X14,0.0001116251266923836
1692,X20,X7,0.00011161278077840494
1693,X20,X22,0.00011156863579872388
1694,X53,X47,0.00011114572238157289
1695,X3,X21,0.00011029481634778436
1696,X41,X62,0.00010987314576287709
1697,X15,X30,0.00010982844062961916
1698,X50,X7,0.00010942458250016203
1699,X14,X50,0.00010938210182100054
1700,X41,X35,0.00010922208228259754
1701,X6,X50,0.00010910805160028276
1702,X52,X16,0.00010905950702809745
1703,X60,X52,0.00010747385226373194
1704,X54,X41,0.00010694710069296534
1705,X4,X22,0.00010682433808979392
1706,X41,X9,0.00010651840393528175
1707,X39,X59,0.00010636233629674891
1708,X53,X43,0.0001060308561945846
1709,X12,X21,0.0001059078100238929
1710,X44,X48,0.00010574064156416863
1711,X27,X61,0.00010546663865414179
1712,X46,X57,0.00010472305962015184
1713,X54,X47,0.00010437055503859732
1714,X61,X21,0.00010407362493753676
1715,X41,X25,0.00010368539084163937
1716,X59,X32,0.00010344086880825807
1717,X43,X54,0.00010222905046895313
1718,X12,X44,0.00010210583855428902
1719,X61,X51,0.000101706486963631
1720,X46,X22,0.00010151298428720402
1721,X56,X22,0.00010142650674406666
1722,X43,X48,0.00010109093440244275
1723,X64,X23,0.00010066931116705677
1724,X13,X60,0.00010035541987819593
1725,X49,X60,0.00010032073001420627
1726,X27,X4,9.955287107286091e-05
1727,X31,X36,9.871471868627823e-05
1728,X38,X21,9.824844583688922e-05
1729,X44,X1,9.824719255268117e-05
1730,X62,X60,9.808136277123777e-05
1731,X31,X63,9.803957946696165e-05
1732,X53,X58,9.800156800360925e-05
1733,X58,X15,9.777982586174623e-05
1734,X52,X59,9.74617420248746e-05
1735,X58,X54,9.738500600923947e-05
1736,X31,X9,9.690025010587046e-05
1737,X56,X53,9.662557429851623e-05
1738,X21,X49,9.646458377201249e-05
1739,X41,X18,9.572366086234119e-05
1740,X5,X39,9.553754055544454e-05
1741,X56,X54,9.550486328960464e-05
1742,X21,X50,9.483370103111752e-05
1743,X16,X41,9.437950631357279e-05
1744,X23,X9,9.426582236819793e-05
1745,X57,X53,9.407642459150776e-05
1746,X59,X47,9.400879655995519e-05
1747,X11,X4,9.365175872132112e-05
1748,X53,X41,9.358390686792836e-05
1749,X5,X35,9.356305492994567e-05
1750,X55,X45,9.286396905433449e-05
1751,X44,X40,9.240781656722939e-05
1752,X51,X56,9.201830299746002e-05
1753,X16,X38,9.199323895420247e-05
1754,X41,X50,9.168738892962228e-05
1755,X60,X20,9.161120742408317e-05
1756,X36,X23,9.10972135812971e-05
1757,X64,X19,9.098796822505195e-05
1758,X52,X26,9.062455357796915e-05
1759,X31,X64,9.061697234740217e-05
1760,X6,X21,9.031091590630342e-05
1761,X41,X4,8.984578998445924e-05
1762,X50,X18,8.897846153867086e-05
1763,X10,X41,8.839982654042008e-05
1764,X19,X36,8.721751952490944e-05
1765,X64,X15,8.701949266448396e-05
1766,X9,X19,8.690315629240924e-05
1767,X46,X24,8.68504637877091e-05
1768,X5,X60,8.681584397112068e-05
1769,X41,X46,8.661154092996068e-05
1770,X48,X20,8.64471873298218e-05
1771,X43,X1,8.617023020287626e-05
1772,X60,X30,8.554366291996609e-05
1773,X26,X41,8.52734491137851e-05
1774,X54,X23,8.507879296832845e-05
1775,X12,X38,8.448192898033207e-05
1776,X28,X43,8.380725916291275e-05
1777,X45,X52,8.263116427781787e-05
1778,X23,X53,8.048051669150992e-05
1779,X34,X13,8.026761585920414e-05
1780,X42,X41,8.003907025715499e-05
1781,X43,X60,7.995483502065645e-05
1782,X30,X47,7.988318947648299e-05
1783,X1,X30,7.987645321608881e-05
1784,X20,X59,7.97014491447459e-05
1785,X45,X30,7.914569801499165e-05
1786,X59,X56,7.879824921803782e-05
1787,X56,X18,7.80920156445687e-05
1788,X47,X62,7.804217209215537e-05
1789,X55,X4,7.779140615355488e-05
1790,X2,X60,7.755210897853905e-05
1791,X48,X56,7.69122618073139e-05
1792,X13,X52,7.683239487598545e-05
1793,X18,X30,7.650261823150423e-05
1794,X19,X27,7.627074902987353e-05
1795,X27,X23,7.619734844190391e-05
1796,X44,X60,7.589415708638829e-05
1797,X41,X60,7.570592217894926e-05
1798,X48,X37,7.500379224594697e-05
1799,X56,X14,7.388119979856432e-05
1800,X56,X7,7.38714632678337e-05
1801,X53,X20,7.31593785337234e-05
1802,X36,X32,7.28234802808362e-05
1803,X54,X45,7.275654156229836e-05
1804,X41,X30,7.245087523295478e-05
1805,X47,X45,7.214844058830868e-05
1806,X31,X52,7.213538358083863e-05
1807,X59,X58,7.183757273709504e-05
1808,X45,X53,7.132319539076383e-05
1809,X18,X17,7.10415089418811e-05
1810,X43,X21,7.070279677923545e-05
1811,X11,X46,7.027493054259963e-05
1812,X52,X19,6.999782407631968e-05
1813,X6,X60,6.976628892033268e-05
1814,X4,X24,6.967203416821523e-05
1815,X60,X56,6.962723414834587e-05
1816,X58,X60,6.954746433484931e-05
1817,X56,X34,6.874937877997401e-05
1818,X48,X8,6.798712059257989e-05
1819,X54,X19,6.7630695879231e-05
1820,X21,X17,6.694088099768354e-05
1821,X47,X15,6.66386944437526e-05
1822,X59,X5,6.652919569248484e-05
1823,X48,X50,6.569982389068927e-05
1824,X43,X59,6.539295701030356e-05
1825,X39,X60,6.52720492559481e-05
1826,X44,X28,6.520418994713896e-05
1827,X20,X54,6.52013908462517e-05
1828,X41,X5,6.517894561355989e-05
1829,X47,X26,6.509422779846294e-05
1830,X6,X40,6.444768913830488e-05
1831,X58,X34,6.399466500074358e-05
1832,X44,X47,6.38143629719629e-05
1833,X21,X41,6.353062603999561e-05
1834,X37,X18,6.317669079318747e-05
1835,X45,X44,6.29890763832798e-05
1836,X31,X47,6.29257861127195e-05
1837,X32,X22,6.277854444080903e-05
1838,X31,X27,6.276378817421563e-05
1839,X59,X30,6.261382241383032e-05
1840,X53,X19,6.252190436665866e-05
1841,X42,X47,6.221946426802288e-05
1842,X22,X5,6.168356034870827e-05
1843,X20,X47,6.165388691331405e-05
1844,X8,X21,6.144449856001542e-05
1845,X32,X41,6.10999733633937e-05
1846,X54,X31,6.086811649972128e-05
1847,X39,X47,6.083299671013551e-05
1848,X41,X49,6.070775159641466e-05
1849,X44,X59,6.028795142645734e-05
1850,X7,X62,5.935871868366341e-05
1851,X38,X58,5.933865008297033e-05
1852,X14,X62,5.9338163676207116e-05
1853,X58,X57,5.85278002042593e-05
1854,X52,X36,5.8520824595565124e-05
1855,X47,X58,5.847281599459182e-05
1856,X32,X58,5.838279199969238e-05
1857,X56,X32,5.8078211401914924e-05
1858,X45,X43,5.660639782706739e-05
1859,X24,X41,5.6175670575312756e-05
1860,X20,X6,5.467316615472176e-05
1861,X47,X56,5.3336851909389284e-05
1862,X52,X58,5.3261633195507065e-05
1863,X52,X41,5.3123562137164236e-05
1864,X61,X19,5.288641716787013e-05
1865,X19,X47,5.2844448880623485e-05
1866,X15,X18,5.229657307591232e-05
1867,X21,X62,5.173049947808441e-05
1868,X11,X17,5.129809458169195e-05
1869,X52,X23,5.07842411824988e-05
1870,X47,X41,5.077410698512566e-05
1871,X52,X56,5.0161297055881984e-05
1872,X4,X6,4.9927595245656386e-05
1873,X21,X5,4.9907884279832154e-05
1874,X1,X20,4.990544676353929e-05
1875,X18,X62,4.9524947466683325e-05
1876,X15,X57,4.9448517131247836e-05
1877,X47,X23,4.938645642281856e-05
1878,X12,X41,4.7962320420448034e-05
1879,X53,X31,4.792777080672759e-05
1880,X4,X44,4.7261052888080106e-05
1881,X21,X42,4.658225666923515e-05
1882,X59,X49,4.6421265058293587e-05
1883,X58,X51,4.584437514251052e-05
1884,X61,X23,4.5643672324085344e-05
1885,X46,X27,4.5311127170588445e-05
1886,X41,X39,4.526935581367714e-05
1887,X52,X20,4.496866901141684e-05
1888,X56,X1,4.445370681214148e-05
1889,X45,X15,4.3775037505812495e-05
1890,X17,X14,4.158939402612245e-05
1891,X7,X17,4.152532472510498e-05
1892,X46,X6,4.099011956120453e-05
1893,X57,X38,4.044638671259053e-05
1894,X16,X47,4.039479316411778e-05
1895,X47,X49,3.863501983787663e-05
1896,X20,X45,3.803971409951775e-05
1897,X52,X39,3.7835170458793164e-05
1898,X56,X38,3.783155132509489e-05
1899,X40,X35,3.7607587345884095e-05
1900,X41,X45,3.7445986427197694e-05
1901,X13,X47,3.700631085455045e-05
1902,X21,X45,3.698073432080035e-05
1903,X49,X52,3.662347897421791e-05
1904,X26,X32,3.655613790635462e-05
1905,X43,X4,3.597735265150125e-05
1906,X45,X36,3.584623617742823e-05
1907,X34,X20,3.582295218375019e-05
1908,X35,X21,3.5743909770116514e-05
1909,X37,X57,3.5689193239564436e-05
1910,X15,X48,3.51320533166471e-05
1911,X44,X41,3.502906342945418e-05
1912,X46,X43,3.4515302393644485e-05
1913,X15,X14,3.422023925832514e-05
1914,X7,X15,3.418105002626251e-05
1915,X3,X58,3.4162454197201757e-05
1916,X41,X14,3.31852933537613e-05
1917,X41,X7,3.305578284357788e-05
1918,X41,X43,3.2877222664032934e-05
1919,X30,X7,3.2758552567172676e-05
1920,X30,X14,3.252906271610234e-05
1921,X43,X47,3.197984635720323e-05
1922,X56,X5,3.1165572053986094e-05
1923,X57,X56,3.1052031324479e-05
1924,X62,X59,3.0365448273991303e-05
1925,X36,X47,3.0234358752418935e-05
1926,X58,X45,2.9776786378994536e-05
1927,X56,X45,2.955546941346755e-05
1928,X58,X5,2.926203590185586e-05
1929,X57,X44,2.9205662366558878e-05
1930,X58,X41,2.9144108445140997e-05
1931,X32,X20,2.849795093101818e-05
1932,X48,X41,2.8237455551714252e-05
1933,X41,X11,2.7335845433956544e-05
1934,X23,X59,2.675136824103977e-05
1935,X50,X11,2.627691450365903e-05
1936,X56,X41,2.6247099931580366e-05
1937,X20,X41,2.624000133388535e-05
1938,X19,X60,2.5091560867618507e-05
1939,X51,X49,2.4082872456825156e-05
1940,X59,X19,2.3586381344746746e-05
1941,X41,X59,2.3133346591985577e-05
1942,X7,X37,2.249535799234699e-05
1943,X57,X43,2.2485395564135272e-05
1944,X37,X14,2.2309683487366892e-05
1945,X56,X6,2.124842821860512e-05
1946,X31,X61,2.1091443124222972e-05
1947,X45,X64,1.9063663862941877e-05
1948,X60,X23,1.886344115377541e-05
1949,X3,X56,1.7470598246228598e-05
1950,X20,X3,1.7423523972104287e-05
1951,X5,X20,1.6901405758660784e-05
1952,X59,X31,1.644683204718239e-05
1953,X9,X52,1.6352099367532715e-05
1954,X31,X60,1.5614668533241888e-05
1955,X59,X15,1.5541815569483742e-05
1956,X47,X9,1.4150696124642574e-05
1957,X21,X2,1.4002437037433721e-05
1958,X60,X42,1.3869518406494121e-05
1959,X34,X43,1.3837777743246551e-05
1960,X13,X33,1.2666336595554508e-05
1961,X41,X19,1.2144716542005085e-05
1962,X57,X62,1.1919004522346972e-05
1963,X59,X6,1.1040223912515671e-05
1964,X43,X52,1.0993057159471354e-05
1965,X21,X46,1.0697695379185192e-05
1966,X38,X20,1.0030958120954414e-05
1967,X32,X16,9.841071740855423e-06
1968,X30,X33,9.373806029127784e-06
1969,X5,X57,9.19464221753758e-06
1970,X33,X49,8.77548476891226e-06
1971,X39,X21,7.729960953807138e-06
1972,X44,X21,7.293769309216078e-06
1973,X22,X21,7.120807386304802e-06
1974,X23,X41,7.04883726779824e-06
1975,X61,X5,6.804704781998753e-06
1976,X50,X27,6.421194475644386e-06
1977,X34,X44,6.25336718160585e-06
1978,X40,X43,4.020805823911851e-06
1979,X20,X57,2.562360348565104e-06
1980,X45,X9,2.237371660242638e-06
1981,X30,X57,2.17694804693428e-06
1982,X31,X41,2.0951254895804387e-06
1983,X59,X38,1.1274399804399358e-06
1984,X44,X52,6.34998352266413e-07
1985,X6,X58,3.642529586287798e-07
